news_id,headline,news_time,event_date,close_T,ret_1d,ret_3d,ret_5d
fe614aa4-f6a9-4dbb-8913-52e44535ecd9,"Stocks to Watch Today: SBI, Aurobindo Pharma, Ipca Labs, Tata Steel, PFC, REC, Force Motors, Kalyan Jewellers, JK Tyre, Ram Ratna Wires, Atul Auto in focus on 09 February",2026-02-09 02:07:00+05:30,2026-02-09,1461.5999755859375,-0.0021209466596322007,-0.008689074564867685,-0.01676245238727392
9f68a144-0ec7-4d78-a170-9df5bdda6ad2,Mukesh Ambani credits stable leadership under PM Modi for India’s growth momentum,2026-02-04 18:17:00+05:30,2026-02-05,1443.4000244140625,0.005126800809821577,0.010461393467183307,0.003810447489934527
5586f194-efc5-4b74-9959-078ea2671879,ONGC in talks with ExxonMobil for joint bids in next OALP round,2026-01-28 18:46:00+05:30,2026-01-29,1391.0,0.003163209499685478,0.03314160717896297,0.037670758025925594
c05dbbe6-0e58-4aa1-8cb5-500899a12726,"Goldman Sachs buys minor stake in Axis Bank, Vedanta from Morgan Stanley",2026-01-27 21:05:00+05:30,2026-01-28,1396.699951171875,-0.004081013368041262,-0.004510579922714727,0.04303007070761629
4bee0c21-2c50-4421-9317-b3d9ed3ea711,Buy Reliance Industries; target of Rs 1750: Motilal Oswal,2026-01-21 12:59:00+05:30,2026-01-21,1404.5999755859375,-0.0014950702138959403,-0.01715789264191326,-0.009682454664904994
ffdb93cf-166a-42f1-9c31-825c7fe21297,"Reliance Consolidated December 2025 Net Sales at Rs 264,905.00 crore, up 10.38% Y-o-Y",2026-01-20 13:24:00+05:30,2026-01-20,1394.0,0.007603999702968077,-0.005667162420417862,0.0019368372825502153
f40adf73-fab6-41fa-9516-bbbdf39f1008,Buy Reliance Industries; target of Rs 1683: Prabhudas Lilladher,2026-01-19 14:29:00+05:30,2026-01-19,1413.5999755859375,-0.013865291400994335,-0.007852274885146738,-0.023415376455575808
d7eabe88-73cd-47ae-b230-5fad938ef14b,"Reliance Standalone December 2025 Net Sales at Rs 121,150.00 crore, down 2.6% Y-o-Y",2026-01-19 12:15:00+05:30,2026-01-19,1413.5999755859375,-0.013865291400994335,-0.007852274885146738,-0.023415376455575808
b431243c-a511-468b-a6c4-2c7a3fa1928b,"Stocks to Watch Today: RIL, Bharat Coking Coal, CG Power, ICICI Bank, HDFC Bank, Wipro, Tech Mahindra, Indosolar, Bajaj Healthcare, Poonawalla, RVNL in focus on 19 January",2026-01-19 03:36:00+05:30,2026-01-19,1413.5999755859375,-0.013865291400994335,-0.007852274885146738,-0.023415376455575808
b7ed4866-9f20-4d9d-85c9-8c8ac061e68f,Reliance Industries Q3 performance shows consistent operational resilience across businesses; here are 10 key highlights,2026-01-16 21:52:00+05:30,2026-01-19,1413.5999755859375,-0.013865291400994335,-0.007852274885146738,-0.023415376455575808
3d8c64ce-fd43-4111-a90e-f1a57ecfe0d1,"RCPL adds Rs 5,000 crore in quarterly revenue, scales up beverages, manufacturing footprint",2026-01-16 21:11:00+05:30,2026-01-19,1413.5999755859375,-0.013865291400994335,-0.007852274885146738,-0.023415376455575808
2eeacd26-2213-41cf-8c91-2bd0f61a49b9,"Reliance Retail Q3 results: Revenue rises 8% to Rs 97,605 crore amid festive demand",2026-01-16 21:53:00+05:30,2026-01-19,1413.5999755859375,-0.013865291400994335,-0.007852274885146738,-0.023415376455575808
c637d546-7063-4363-a7a7-8fb2793b4d8a,"Stocks to Watch Today: BHEL, Bajaj Finserv, Bharat Forge, Rail Vikas Nigam, Bharat Electronics, Power Grid, Highway Infra, Elecon Engg in focus on 9 January",2026-01-09 02:05:00+05:30,2026-01-09,1475.300048828125,0.005354776711371446,-0.011184165562189497,-0.01179422750503117
fed5b4e8-ca35-426b-9dbb-29d50108b75b,RIL Q3 Update: Reliance Industries to announce third-quarter results on January 16,2026-01-08 20:52:00+05:30,2026-01-09,1475.300048828125,0.005354776711371446,-0.011184165562189497,-0.01179422750503117
9343147e-bd86-4663-9529-55ad4fe6710f,Reliance Industries will consider buying Venezuelan oil,2026-01-08 19:46:00+05:30,2026-01-09,1475.300048828125,0.005354776711371446,-0.011184165562189497,-0.01179422750503117
1310c72b-8cdd-45e8-af0b-b4dcd46ea19b,"Stocks to Watch Today: Titan, Jubilant Foodworks, Godrej Consumer Products, IRB Infrastructure Trust, Pidilite, Fino Payments Bank in focus on 7 January",2026-01-07 02:15:00+05:30,2026-01-07,1504.199951171875,-0.022337439620152104,-0.013960909906717892,-0.030182092685470677
1484153b-754d-4a69-9467-555f3979972d,Reliance rejects claims of Russian oil cargoes coming to Jamnagar refinery: 'Blatantly untrue',2026-01-06 08:09:00+05:30,2026-01-06,1507.5999755859375,-0.0022552563472555513,-0.021424732874023127,-0.03634911624120595
2a105019-f44d-4a2a-93f5-7459505ad544,"Stocks to Watch Today: HCLTech, ICICI Prudential AMC, GPT Infra, Swiggy, Waaree Energies, Niraj Cement, Biocon, Lupin, Ola Electric in focus on 19 December",2025-12-19 01:26:00+05:30,2025-12-19,1565.0999755859375,0.006581080434985566,-0.004408679650946445,-0.012459267972769373
6d87e326-0d6b-432e-8e9e-84f80bfa4792,"Trade Spotlight: How should you trade Bharti Airtel, HCL Technologies, HDFC Life Insurance, Larsen & Toubro, and others on December 9?",2025-12-09 02:08:00+05:30,2025-12-09,1529.4000244140625,0.004903883797748316,0.017719350826033844,0.008434696095290508
54f5152b-d7aa-4105-805a-27acd4e17a75,"RIL shares outperform Sensex, Nifty in 2025",2025-12-08 08:28:00+05:30,2025-12-08,1543.0,-0.008813982881359365,0.0012961762799740765,0.008554731802900194
24954763-9502-442e-b434-dbbf7d07d1c5,"Stocks to Watch Today: Pine Labs, Rail Vikas Nigam, Mukka Proteins, Pace Digitek, InterGlobe Aviation, RailTel in focus on 4 December",2025-12-04 01:16:00+05:30,2025-12-04,1535.5999755859375,0.0032560563164193554,-0.0040374780349350355,0.006121401773580871
3cea1b4d-b016-4f80-9415-f3ef958ee069,"Trade Spotlight: How should you trade Lupin, IIFL Finance, Max Financial Services, Adani Ports, SMS Pharma, and others on December 1?",2025-12-01 06:49:00+05:30,2025-12-01,1566.0999755859375,-0.01264282425545955,-0.019475129605687397,-0.014750000604076966
4e9a7978-e43c-4538-a3fb-1d7f4400fb20,"Stocks to Watch Today: Lenskart, NCC, Maharashtra Seamless, Waaree Energies, HG Infra, NTPC, Authum Investment, GAIL, Tejas Networks in focus",2025-12-01 06:51:00+05:30,2025-12-01,1566.0999755859375,-0.01264282425545955,-0.019475129605687397,-0.014750000604076966
f1b4c72c-3d89-4eac-92d8-d0bc39ee3e9d,"Adani Commodities sells 7% stake in AWL Agri for Rs 2,502 crore, promoter offloads 0.46% shares in Max Financial",2025-11-24 03:08:00+05:30,2025-11-24,1535.9000244140625,0.0024740716826683763,0.01790481122655825,0.019662706355770856
c0795420-0804-4056-8eec-97df1943a61a,Buy Reliance Industries; target of Rs 1765: Motilal Oswal,2025-11-20 12:36:00+05:30,2025-11-20,1549.0999755859375,-0.00161384031979885,-0.006068055362603048,0.009231198149568168
c8871f5d-8ab3-4898-ac66-abfce87319f2,Goldman Sachs picks up over half a percent stake in Tenneco Clean Air for Rs 111 crore,2025-11-19 22:37:00+05:30,2025-11-20,1549.0999755859375,-0.00161384031979885,-0.006068055362603048,0.009231198149568168
f267a0cf-5117-41ae-9e1d-ae9cfb0366da,"Reliance Foundation chair Nita Ambani visits temple, seeks blessings on 60th birthday",2025-11-02 18:17:00+05:30,2025-11-03,1484.699951171875,-0.00781301001376179,-0.004512663428450121,0.0058598191744537505
7af5b89f-5d88-48e2-9d5e-5b06ae460769,"Stocks to Watch Today: Reliance, BEL, V2 Retail, MTAR, Associated Alcohols, Swiggy, Bandhan Bank, Manappuram, TD Power, United Spirits, Welspun Corp, Lodha in focus on 31 October",2025-10-31 03:34:00+05:30,2025-10-31,1486.4000244140625,-0.0011437521624487778,0.006525801273246555,0.0019510389978671368
4c8d2b70-73db-4aaf-ba7c-c99b2e7e0b5a,"Stocks to Watch Today: Aditya Birla Capital, Mazagon Dock, Dilip Buildcon, PNB Housing Finance, Sai Silks, RVNL, JK Tyre, Tata Capital in focus on 28 October",2025-10-28 04:03:00+05:30,2025-10-28,1486.9000244140625,0.011634895738622253,-0.0003362700866166394,-0.009281087229494892
c957ac44-bb6c-41cc-a3c1-6d0ffee595da,RIL shares rise 2% as Facebook picks 30% stake in its AI venture,2025-10-27 11:12:00+05:30,2025-10-27,1484.0999755859375,0.001886698250917707,0.002964776286264223,0.0004042689817447262
900d673c-9816-471e-a3a9-a9545dfaf0c9,Reliance 'recalibrating' Russian oil imports to align with Centre's guidelines,2025-10-23 11:01:00+05:30,2025-10-23,1448.4000244140625,0.002209300688992678,0.02658105450914697,0.02768570485364331
1d3fc272-38b2-4aea-85b8-cd18e2222742,"Reliance Standalone September 2025 Net Sales at Rs 126,335.00 crore, down 2.9% Y-o-Y",2025-10-20 11:12:00+05:30,2025-10-20,1466.800048828125,-0.0010908764678105724,-0.010362743888869748,0.013703282599421806
c795af19-d481-4522-88fc-2fd7d392db0e,"Fireworks on D-St: Markets extend rally for 4th day on strong RIL, HDFC Bank Q2 results",2025-10-20 09:52:00+05:30,2025-10-20,1466.800048828125,-0.0010908764678105724,-0.010362743888869748,0.013703282599421806
749f30b0-d906-40d3-8560-23f5308a7b58,"Stocks to Watch Today: Reliance Ind, RBL Bank, IRB Infra, ICICI Bank, HDFC Bank, IRCON, Sterling & Wilson, RVNL, UltraTech, IDBI, Sobha in focus on 20 October",2025-10-20 05:19:00+05:30,2025-10-20,1466.800048828125,-0.0010908764678105724,-0.010362743888869748,0.013703282599421806
d76f5959-27da-4360-9121-611913277f01,"GST cuts to accelerate consumer demand, says Isha Ambani",2025-10-17 22:07:00+05:30,2025-10-20,1466.800048828125,-0.0010908764678105724,-0.010362743888869748,0.013703282599421806
fe421f00-ace6-4c92-bc44-238d0cefc420,"Reliance delivers robust performance in Q2 on strong O2C, Jio, retail businesses; here are 10 key highlights",2025-10-17 21:48:00+05:30,2025-10-20,1466.800048828125,-0.0010908764678105724,-0.010362743888869748,0.013703282599421806
f26bfc78-831b-4b3e-8f33-4d9464f698e7,"RIL O2C Q2 results: Revenue rises 3.2% to Rs 1.60 lakh crore, EBITDA up 21%",2025-10-17 22:24:00+05:30,2025-10-20,1466.800048828125,-0.0010908764678105724,-0.010362743888869748,0.013703282599421806
fb2c7df3-7171-46a4-bed3-2eaa33d79b9f,"Stocks to Watch Today: LTIMindtree, Metropolis Healthcare, Dilip Buildcon, Brigade Enterprises, Glottis, Fabtech Technologies in focus on 07 October",2025-10-07 02:20:00+05:30,2025-10-07,1384.800048828125,-0.012565008521473638,-0.0022386608513434345,-0.006426938258410713
9a95c860-0752-4cde-9251-c273226e8007,"Trade Spotlight: How should you trade Cochin Shipyard, Olectra, Sarda Energy, Lupin, Siemens, NBCC, Nava, Aditya Birla Real Estate, and others on September 16?",2025-09-16 03:34:00+05:30,2025-09-16,1405.300048828125,0.006048530352708748,0.0014943254201753302,-0.011029672996115953
6fec3cab-98b7-4c23-872f-97c327e7b24d,"Trade Spotlight: How should you trade Kansai Nerolac Paints, KEC International, Azad Engineering, RITES, Mphasis, SBI Card, and others on September 10?",2025-09-10 03:39:00+05:30,2025-09-10,1377.0,0.004575198858478576,0.016194661458333332,0.026724799439451708
049681f6-6315-4873-8d85-9ef86b2ccde8,"GST 2.0: Tax relief for green hydrogen, battery storage likely as meeting gets underway",2025-09-03 14:04:00+05:30,2025-09-03,1372.5999755859375,-0.009689586911244849,0.004298429636459733,0.0032056130644940533
6eafe3a2-a2c7-4a51-96dc-e409f9ccffa8,"Buy Reliance Industries; target of Rs 1,700: Motilal Oswal",2025-09-01 11:54:00+05:30,2025-09-01,1353.9000244140625,0.009306429838784061,0.0039884956914743456,0.018169713525623
5e8ec11a-d83e-40e0-997b-fe73f11eb205,"Buy Reliance Industries; target of Rs 1,555: PL Capital",2025-09-01 11:19:00+05:30,2025-09-01,1353.9000244140625,0.009306429838784061,0.0039884956914743456,0.018169713525623
575e46e0-c2b7-4d22-ac18-6988e75bfe32,"Reliance Industries AGM: Meta AI JV, Jio IPO create compelling investment case",2025-08-29 19:08:00+05:30,2025-09-01,1353.9000244140625,0.009306429838784061,0.0039884956914743456,0.018169713525623
f537baf0-5765-4868-989d-234f4a9c937d,Reliance’s Jio AI Cloud to launch AI Create Hub and voice command features soon,2025-08-29 17:57:00+05:30,2025-09-01,1353.9000244140625,0.009306429838784061,0.0039884956914743456,0.018169713525623
c81c6d5c-c407-4184-8bab-cea416895803,Reliance Retail sees double-digit share from online channels in next 3 years,2025-08-29 17:08:00+05:30,2025-09-01,1353.9000244140625,0.009306429838784061,0.0039884956914743456,0.018169713525623
